row_idx	col_idx	log2ratio
31	34	451.428587421515
32	34	673.224880523289
33	34	0
34	34	0
35	34	733.851279644986
36	34	3568.54731051313
1	35	3369.01376506392
2	35	3498.73302835162
3	35	512.837889333756
4	35	486.766677565692
5	35	2579.54107975845
6	35	1986.45816786324
7	35	66.2744869716286
8	35	385.237536852164
9	35	21.3552101122932
10	35	115.392028928329
11	35	1306.364165267
12	35	1235.5335607031
13	35	263.354260610054
14	35	96.5329653910376
15	35	96.5329653910376
16	35	157.150209969666
17	35	203.602588278994
18	35	203.602588278994
19	35	202.919329638307
20	35	202.919329638307
21	35	100.609483272945
22	35	100.609483272945
23	35	3798.6469871741
24	35	3153.83174805119
25	35	3050.40659304033
26	35	4128.06952887274
27	35	4302.1939026852
28	35	1340.45058551165
29	35	1522.90046491404
30	35	1397.09011961167
31	35	1144.92510364348
32	35	1379.88350067942
33	35	733.851279644986
34	35	733.851279644986
35	35	0
36	35	4299.6566883347
1	36	941.822552658046
2	36	801.184939312674
3	36	3822.54263348126
4	36	3849.87041306168
5	36	1722.1496002002
6	36	2316.88895469227
7	36	4318.73254509066
8	36	4680.34441580921
9	36	4310.83022713649
10	36	4409.20090336046
11	36	3027.94824405739
12	36	3088.74064988332
13	36	4044.16826369945
14	36	4235.21409799882
15	36	4235.21409799882
16	36	4398.05691434569
17	36	4435.75282784089
18	36	4435.75282784089
19	36	4107.14308742268
20	36	4107.14308742268
21	36	4220.62002025525
22	36	4220.62002025525
23	36	507.831915550118
24	36	1148.27285879715
25	36	1251.41664013613
26	36	192.322299009242
27	36	92.1634687634289
28	36	2964.87315577145
29	36	2785.50227303643
30	36	2913.77373657515
31	36	3168.25770871758
32	36	2933.25972201203
33	36	3568.54731051313
34	36	3568.54731051313
35	36	4299.6566883347
36	36	0
